Name,Type
"Cerespo CO., Ltd. (JASDAQ:9625)",Company
"Charle Co., Ltd. (TSE:9885)",Company
Charm Care Corporation (JASDAQ:6062),Company
"Chemipro Kasei Kaisha, Ltd. (TSE:4960)",Company
"Chichibu Railway Co., Ltd. (JASDAQ:9012)",Company
Chiikishinbunsha Co Ltd (JASDAQ:2164),Company
"Chilled & Frozen Logistics Holdings Co., Ltd. (TSE:9099)",Company
"Chimney Co., Ltd. (TSE:3178)",Company
Chino Corporation (TSE:6850),Company
Chiome Bioscience Inc. (TSE:4583),Company
Chiyoda Co. Ltd. (TSE:8185),Company
Chiyoda Corporation (TSE:6366),Company
"Chiyoda Integre Co.,Ltd. (TSE:6915)",Company
"Chiyoda Ute Co., Ltd. (JASDAQ:5387)",Company
"Chodai Co., Ltd. (TSE:9624)",Company
"Chofu Seisakusho Co.,Ltd. (TSE:5946)",Company
"Chori Co.,Ltd. (TSE:8014)",Company
Choushimaru Co.Ltd. (JASDAQ:3075),Company
"Chubu Electric Power Company, Incorporated (TSE:9502)",Company
"Chubu Gas Co.,Ltd. (NSE:9540)",Company
"Chubu Securities Financing Co.,Ltd. (NSE:8513)",Company
"Chubu Shiryo Co., Ltd. (TSE:2053)",Company
"Chubu Steel Plate Co., Ltd. (NSE:5461)",Company
"Chubu Suisan Co., Ltd. (NSE:8145)",Company
"Chubu-Nippon Broadcasting Co., Ltd. (NSE:9402)",Company
"Chuco Co., Ltd. (TSE:2139)",Company
Chudenko Corporation (TSE:1941),Company
"Chuetsu Pulp & Paper Co., Ltd. (TSE:3877)",Company
"Chugai Mining Co., Ltd. (TSE:1491)",Company
Chugai Pharmaceutical Co. Ltd. (TSE:4519),Company
"Chugai Ro Co., Ltd. (TSE:1964)",Company
"Chugoku Marine Paints, Ltd. (TSE:4617)",Company
"Chugokukogyo Co.,Ltd. (TSE:5974)",Company
"Chukyo Iyakuhin Co., Ltd. (JASDAQ:4558)",Company
Chuo Build Industry Co. Ltd. (TSE:1971),Company
Chuo Bussan Corporation (JASDAQ:9852),Company
"Chuo Gyorui Co., Ltd. (TSE:8030)",Company
"Chuo Kagaku Co., Ltd. (JASDAQ:7895)",Company
"Chuo Malleable Iron Co., Ltd. (NSE:5607)",Company
"Chuo Seisakusho, Ltd. (NSE:6846)",Company
"Chuo Spring Co., Ltd. (TSE:5992)",Company
"Chuo Warehouse Co., Ltd (TSE:9319)",Company
"Chuoh Pack Industry Co.,Ltd. (NSE:3952)",Company
"Chuokeizai-Sha, Inc. (JASDAQ:9476)",Company
"Ci:z Holdings Co.,Ltd. (TSE:4924)",Company
"CIMA Co., Ltd. (JASDAQ:7638)",Company
"Citizen Holdings Co., Ltd. (TSE:7762)",Company
"CK SAN-ETSU Co., Ltd. (NSE:5757)",Company
CKD Corporation (TSE:6407),Company
"Clarion Co., Ltd. (TSE:6796)",Company
Cleanup Corporation (TSE:7955),Company
CLIP Corporation (JASDAQ:4705),Company
"Cluster Technology Co., Ltd. (JASDAQ:4240)",Company
CMC Corporation (JASDAQ:2185),Company
"CMIC HOLDINGS Co., Ltd. (TSE:2309)",Company
CMK Corporation (TSE:6958),Company
Coca-Cola East Japan Co.Ltd. (TSE:2580),Company
"Coca-Cola West Co., Ltd. (TSE:2579)",Company
"Coco's Japan Co., Ltd. (JASDAQ:9943)",Company
cocokara fine Inc. (TSE:3098),Company
"Cocolonet Co., Ltd. (JASDAQ:6060)",Company
Collabos Corporation (TSE:3908),Company
"Colopl, Inc. (TSE:3668)",Company
"Colowide Co.,Ltd. (TSE:7616)",Company
Comany Inc. (TSE:7945),Company
"Comforia Residential REIT, Inc. (TSE:3282)",Company
Commonwealth Entertainment & Co. (JASDAQ:7612),Company
CommSeed Corporation (NSE:3739),Company
"COMO Co., Ltd. (JASDAQ:2224)",Company
"Computer Engineering & Consulting, Ltd. (TSE:9692)",Company
"Computer Institute of Japan, Ltd. (TSE:4826)",Company
COMSYS Holdings Corporation (TSE:1721),Company
Comture Corporation (TSE:3844),Company
Conexio Corporation (TSE:9422),Company
Connect Holdings Corp. (TSE:3647),Company
Consec Corporation (JASDAQ:9895),Company
"Contec Co., Ltd. (TSE:6639)",Company
Cookpad Inc. (TSE:2193),Company
Core Corporation (TSE:2359),Company
Corona Corporation (TSE:5909),Company
"Cosel Co., Ltd. (TSE:6905)",Company
"Cosmo Bio Company,Limited (JASDAQ:3386)",Company
"Cosmo Energy Holdings Co., Ltd. (TSE:5021)",Company
"Cosmos Initia Co., Ltd. (JASDAQ:8844)",Company
COSMOS Pharmaceutical Corporation (TSE:3349),Company
"Cota Co., Ltd. (TSE:4923)",Company
"Cox Co., Ltd. (JASDAQ:9876)",Company
"CRE, Inc. (TSE:3458)",Company
"CREA HOLDINGS,Inc. (TSE:1757)",Company
Create Corporation (JASDAQ:3024),Company
"Create Medic Co., Ltd. (TSE:5187)",Company
"Create Restaurants Holdings, Inc. (TSE:3387)",Company
"Create SD Holdings Co., Ltd. (TSE:3148)",Company
Credit Saison Co. Ltd. (TSE:8253),Company
"CREEK & RIVER Co., Ltd. (JASDAQ:4763)",Company
"Creo Co.,Ltd. (JASDAQ:9698)",Company
"Cresco, Ltd. (TSE:4674)",Company
"CRI Middleware Co., Ltd. (TSE:3698)",Company
Crie Anabuki Inc. (JASDAQ:4336),Company
"CROOZ, Inc. (JASDAQ:2138)",Company
Crops Corporation (TSE:9428),Company
"Cross Cat Co., Ltd. (JASDAQ:2307)",Company
Cross Marketing Inc. (TSE:3675),Company
"Cross Plus, Inc. (TSE:3320)",Company
CrowdWorks Inc. (TSE:3900),Company
Crymson Co. Ltd. (JASDAQ:2776),Company
CS Loginet Inc. (JASDAQ:2710),Company
"CSMEN Co.,Ltd. (JASDAQ:3083)",Company
"CSS HOLDINGS,LTD. (JASDAQ:2304)",Company
CTI Engineering Co. Ltd. (TSE:9621),Company
"CTS Co., Ltd. (TSE:4345)",Company
Cube System Inc. (TSE:2335),Company
CVS Bay Area Inc. (TSE:2687),Company
"CYBELE Co., Ltd. (JASDAQ:2228)",Company
"Cyber Com Co., Ltd. (TSE:3852)",Company
CyberAgent Inc. (TSE:4751),Company
CYBERDYNE Inc. (TSE:7779),Company
"CYBERLINKS co.,LTD. (TSE:3683)",Company
"Cybernet Systems Co., Ltd. (TSE:4312)",Company
"CyberStep, Inc. (TSE:3810)",Company
"Cybozu, Inc. (TSE:4776)",Company
D.A.Consortium Inc. (JASDAQ:4281),Company
"D.Western Therapeutics Institute, Inc. (JASDAQ:4576)",Company
Dai Nippon Printing Co. Ltd. (TSE:7912),Company
"Dai Nippon Toryo Company, Limited (TSE:4611)",Company
"Dai-Dan Co., Ltd. (TSE:1980)",Company
Dai-Ichi Cutter Kogyo k.k. (JASDAQ:1716),Company
"Dai-ichi Seiko Co., Ltd. (TSE:6640)",Company
"DAIBEA Co., Ltd. (TSE:6478)",Company
Daibiru Corporation (TSE:8806),Company
Daicel Corporation (TSE:4202),Company
"Daido Kogyo Co., Ltd. (TSE:6373)",Company
Daido Metal Co. Ltd. (TSE:7245),Company
"Daido Signal Co., Ltd. (TSE:6743)",Company
Daido Steel Co. Ltd. (TSE:5471),Company
Daidoh Limited (TSE:3205),Company
"Daifuku Co., Ltd. (TSE:6383)",Company
"Daihatsu Diesel Mfg. Co., Ltd. (TSE:6023)",Company
Daihatsu Motor Co. Ltd. (TSE:7262),Company
DAIHEN Corporation (TSE:6622),Company
Daiho Corporation (TSE:1822),Company
"Daiichi Co.,Ltd. (JASDAQ:7643)",Company
"Daiichi Commodities Co.,Ltd. (JASDAQ:8746)",Company
Daiichi Jitsugyo Co. Ltd. (TSE:8059),Company
"Daiichi Kasei Co.,Ltd. (JASDAQ:4235)",Company
Daiichi Kensetsu Corporation (JASDAQ:1799),Company
"Daiichi Kigenso Kagaku Kogyo Co., Ltd. (TSE:4082)",Company
"Daiichi Sankyo Company, Limited (TSE:4568)",Company
Daiichikosho Co. Ltd. (JASDAQ:7458),Company
"DAIICHIKOUTSU SANGYO Co.,Ltd. (FKSE:9035)",Company
Daiken Co. Ltd. (JASDAQ:5900),Company
Daiken Corp. (TSE:7905),Company
"Daiken Medical Co., Ltd. (TSE:7775)",Company
"Daiki Aluminium Industry Co., Ltd. (TSE:5702)",Company
"Daiki Axis Co., Ltd. (TSE:4245)",Company
Daikin Industries Ltd. (TSE:6367),Company
Daiko Denshi Tsushin Ltd. (TSE:8023),Company
"Daikoku Denki Co., Ltd. (TSE:6430)",Company
"Daikokutenbussan Co., Ltd. (TSE:2791)",Company
Daikyo Inc. (TSE:8840),Company
DaikyoNishikawa Corporation (TSE:4246),Company
"Daimaru Enawin Co., Ltd. (TSE:9818)",Company
"Dainichi Co., Ltd. (TSE:5951)",Company
"Dainichiseika Color & Chemicals Mfg. Co., Ltd. (TSE:4116)",Company
Daio Paper Corporation (TSE:3880),Company
Daiohs Corporation (TSE:4653),Company
"Dairei Co.,Ltd (TSE:2883)",Company
"Daisan Co., Ltd. (TSE:4750)",Company
Daiseki Co. Ltd. (TSE:9793),Company
"Daiseki Eco. Solution Co., Ltd. (TSE:1712)",Company
"Daishin Chemical Co., Ltd. (JASDAQ:4629)",Company
Daishinku Corp. (TSE:6962),Company
"Daisho Co., Ltd. (TSE:2816)",Company
"Daisue Construction Co., Ltd. (TSE:1814)",Company
"Daisui Co., Ltd. (TSE:7538)",Company
Daisyo Corporation (TSE:9979),Company
Daito Chemix Corp. (TSE:4366),Company
"Daito Electron Co., Ltd. (TSE:7609)",Company
Daito Gyorui Co. Ltd. (TSE:8044),Company
"Daito Koun Co., Ltd. (JASDAQ:9367)",Company
"Daito Pharmaceutical Co., Ltd. (TSE:4577)",Company
Daito Trust Construction Co. Ltd. (TSE:1878),Company
Daito Woolen Spinning & Weaving Company Limited (TSE:3202),Company
"Daiun Co.,Ltd. (TSE:9363)",Company
"Daiwa Co., Ltd. (TSE:8247)",Company
"Daiwa Computer Co., Ltd. (JASDAQ:3816)",Company
"Daiwa Heavy Industry Co., Ltd. (TSE:5610)",Company
Daiwa House Industry Co. Ltd. (TSE:1925),Company
Daiwa House REIT Investment Corporation (TSE:3263),Company
Daiwa Industries Ltd. (TSE:6459),Company
"Daiwa Motor Transportation Co., Ltd. (TSE:9082)",Company
Daiwa Office Investment Corporation (TSE:8976),Company
Daiwa Securities Group Inc. (TSE:8601),Company
"Daiwabo Holdings Co., Ltd. (TSE:3107)",Company
"Daiya Tsusho Co., Ltd. (JASDAQ:7462)",Company
"Daiyu Eight Co., Ltd. (TSE:2662)",Company
Dalton Corporation (JASDAQ:7432),Company
Danto Holdings Corporation (TSE:5337),Company
Data Applications Company Limited (JASDAQ:3848),Company
Data Horizon Corporation (TSE:3628),Company
DataLinks Corporation (JASDAQ:2145),Company
Datasection Inc. (TSE:3905),Company
Dawn Corp. (JASDAQ:2303),Company
Daytona Corporation (JASDAQ:7228),Company
"DC Co., Ltd. (TSE:5234)",Company
"DCM Holdings Co., Ltd. (TSE:3050)",Company
"DDS, Inc. (TSE:3782)",Company
"Dear Life Co.,Ltd. (TSE:3245)",Company
"Delica Foods Co.,Ltd. (TSE:3392)",Company
"DeNA Co., Ltd. (TSE:2432)",Company
Denka Company Limited (TSE:4061),Company
"Denki Kogyo Co., Ltd. (TSE:6706)",Company
"Denkyosha Co.,Ltd. (TSE:8144)",Company
"Densan Co., Ltd. (TSE:3640)",Company
"Densan System Co.,Ltd. (TSE:3630)",Company
Denso Corp. (TSE:6902),Company
Dentsu Inc. (TSE:4324),Company
Denyo Co. Ltd. (TSE:6517),Company
Descente Ltd. (TSE:8114),Company
"Designone Japan, Inc. (TSE:6048)",Company
Dexerials Corporation (TSE:4980),Company
"Di-Nikko Engineering Co., Ltd. (JASDAQ:6635)",Company
"Diamond Dining Co.,Ltd. (TSE:3073)",Company
Diamond Electric Mfg. Co. Ltd. (TSE:6895),Company
DIC Corporation (TSE:4631),Company
"Digital Adventure, Inc. (JASDAQ:4772)",Company
"Digital Arts, Inc. (TSE:2326)",Company
"Digital Design Co., Ltd. (JASDAQ:4764)",Company
"Digital Garage, Inc. (JASDAQ:4819)",Company
Digital Media Professionals Inc. (TSE:3652),Company
"Dijet Industrial Co., Ltd. (TSE:6138)",Company
DIP Corporation (TSE:2379),Company
Disco Corporation (TSE:6146),Company
DKK-TOA Corporation (TSE:6848),Company
DKS Co.Ltd. (TSE:4461),Company
DLE Inc. (TSE:3686),Company
"DMG Mori Co., Ltd. (TSE:6141)",Company
DMS Inc. (JASDAQ:9782),Company
DMW Corporation (TSE:6365),Company
DNA Chip Research Inc. (TSE:2397),Company
"Domy Co.,Ltd. (NSE:9924)",Company
"Don Quijote Holdings Co., Ltd. (TSE:7532)",Company
"Doshisha Co.,Ltd. (TSE:7483)",Company
Double Standard Inc. (TSE:3925),Company
"DOUTOR NICHIRES Holdings Co., Ltd. (TSE:3087)",Company
"Dowa Holdings Co., Ltd. (TSE:5714)",Company
Dream Incubator Inc. (TSE:4310),Company
"Dream Vision Co.,Ltd. (TSE:3185)",Company
"Drecom Co., Ltd. (TSE:3793)",Company
"DSB Co., Ltd. (TSE:8692)",Company
DTS Corp. (TSE:9682),Company
Dunlop Sports Co. Ltd. (TSE:7825),Company
"Duskin Co., Ltd. (TSE:4665)",Company
DVx Inc. (TSE:3079),Company
"DyDo DRINCO, INC. (TSE:2590)",Company
Dynac Corporation (TSE:2675),Company
"DYNAM Japan Holdings Co., Ltd. (SEHK:6889)",Company
"Dynapac Co., Ltd. (TSE:3947)",Company
Dynic Corporation (TSE:3551),Company
E J Holdings Inc. (TSE:2153),Company
E-Guardian Inc. (TSE:6050),Company
"e-Seikatsu Co., Ltd. (TSE:3796)",Company
E-Supportlink Ltd. (JASDAQ:2493),Company
"e'grand Co.,Ltd (TSE:3294)",Company
Eagle Industry Co. Ltd. (TSE:6486),Company
"Early Age Co., Ltd. (TSE:3248)",Company
"Earth Chemical Co., Ltd. (TSE:4985)",Company
East Japan Railway Company (TSE:9020),Company
"EAT&Co., Ltd. (TSE:2882)",Company
Ebara Corp. (TSE:6361),Company
"Ebara Foods Industry, Inc. (TSE:2819)",Company
"Ebara Jitsugyo Co.,Ltd. (TSE:6328)",Company
"eBase Co., Ltd. (JASDAQ:3835)",Company
"eBOOK Initiative Japan CO.,LTD. (TSE:3658)",Company
"Echo Trading Co., Ltd. (TSE:7427)",Company
Eco's Co. Ltd. (TSE:7520),Company
"Ecomic Co., Ltd (SPSE:3802)",Company
"Econach Holdings Co.,Ltd. (TSE:3521)",Company
"ECONOS Co., Ltd. (SPSE:3136)",Company
EDION Corp. (TSE:2730),Company
"eGuarantee, Inc. (TSE:8771)",Company
"Eidai Co., Ltd. (TSE:7822)",Company
"Eidai Kako Co.,Ltd. (JASDAQ:7877)",Company
Eighteenth Bank Ltd. (TSE:8396),Company
"Eighting Co., Ltd. (TSE:3785)",Company
"Eiken Chemical Co., Ltd. (TSE:4549)",Company
"Eiken Industries Co., Ltd. (JASDAQ:7265)",Company
"Eisai Co., Ltd. (TSE:4523)",Company
Eiwa Corporation (TSE:9857),Company
EIZO Corporation (TSE:6737),Company
"Ekitan & Co., Ltd. (TSE:3646)",Company
Elan Corporation (TSE:6099),Company
"Elecom Co., Ltd. (TSE:6750)",Company
"Electric Power Development Co., Ltd. (TSE:9513)",Company
Elematec Corporation (TSE:2715),Company
"ELNA Co., Ltd. (TSE:6972)",Company
"EM Systems Co., Ltd. (TSE:4820)",Company
"Emergency Assistance Japan Co., Ltd. (JASDAQ:6063)",Company
en-japan Inc. (JASDAQ:4849),Company
"Enbio Holdings, Inc. (TSE:6092)",Company
"Encho Co.,Ltd. (JASDAQ:8208)",Company
"Encourage Technologies Co., Ltd. (TSE:3682)",Company
Endo Lighting Corp. (TSE:6932),Company
"Endo Manufacturing Co., Ltd. (JASDAQ:7841)",Company
"ENERES Co., Ltd. (TSE:6079)",Company
Enigmo Inc. (TSE:3665),Company
"enish,inc. (TSE:3667)",Company
"Enomoto Co.,Ltd. (JASDAQ:6928)",Company
Enplas Corporation (TSE:6961),Company
Enshu Ltd. (TSE:6218),Company
Enshu Truck Co. Ltd. (JASDAQ:9057),Company
"Ensuiko Sugar Refining Co., Ltd. (TSE:2112)",Company
Envipro Holdings Inc. (TSE:5698),Company
"Environmental Control Center Co.,Ltd. (JASDAQ:4657)",Company
"EPCO Co., Ltd. (JASDAQ:2311)",Company
"EPS Holdings, Inc. (TSE:4282)",Company
"eREX CO.,Ltd. (TSE:9517)",Company
"ERI Holdings Co.,Ltd. (TSE:6083)",Company
Es-con Japan Ltd (TSE:8892),Company
Escrit Inc. (TSE:2196),Company
Escrow Agent Japan Inc. (JASDAQ:6093),Company
Espec Corp. (TSE:6859),Company
"ESPOIR Co., Ltd. (NSE:3260)",Company
Estic Corporation (TSE:6161),Company
Estore Corporation (JASDAQ:4304),Company
"ETA Electric Industry Co., Ltd. (JASDAQ:6891)",Company
"Euglena Co., Ltd. (TSE:2931)",Company
"Eurasia Travel Co., Ltd. (JASDAQ:9376)",Company
Excel Co. Ltd. (TSE:7591),Company
"Excite Japan Co., Ltd. (JASDAQ:3754)",Company
Exedy Corp. (TSE:7278),Company
"extreme Co.,Ltd. (TSE:6033)",Company
Ezaki Glico Co. Ltd. (TSE:2206),Company
F-Tech Inc. (TSE:7212),Company
"F@N Communications, Inc. (TSE:2461)",Company
"F&M Co.,Ltd. (JASDAQ:4771)",Company
Faith Inc. (TSE:4295),Company
"FALCO Holdings Co., Ltd. (TSE:4671)",Company
"Faltec Co., Ltd. (TSE:7215)",Company
"Family, Inc. (JASDAQ:8298)",Company
FamilyMart Co. Ltd. (TSE:8028),Company
FANCL Corp. (TSE:4921),Company
Fanuc Corporation (TSE:6954),Company
Fast Retailing Co. Ltd. (TSE:9983),Company
"Fasteps Co., Ltd. (TSE:2338)",Company
FCC Co. Ltd. (TSE:7296),Company
"Fcm Co., Ltd. (JASDAQ:5758)",Company
FDK Corporation (TSE:6955),Company
"Feedone Co., Ltd. (TSE:2060)",Company
Felissimo Corporation (TSE:3396),Company
Ferrotec Corporation (JASDAQ:6890),Company
"FFRI,Inc. (TSE:3692)",Company
FIDEA Holdings Co. Ltd. (TSE:8713),Company
Fields Corporation (TSE:2767),Company
"Financial Products Group Co., Ltd. (TSE:7148)",Company
FINDEX Inc. (TSE:3649),Company
"Fine Sinter Co., Ltd. (TSE:5994)",Company
FinTech Global Incorporated (TSE:8789),Company
"First Baking Co., Ltd. (TSE:2215)",Company
"First Brothers Co.,Ltd. (TSE:3454)",Company
"First Juken Co., Ltd. (TSE:8917)",Company
First-corporation Inc. (TSE:1430),Company
"FirstLogic, INC. (TSE:6037)",Company
FISCO Ltd. (JASDAQ:3807),Company
Fixstars Corporation (TSE:3687),Company
"FJ Next Co.,Ltd. (TSE:8935)",Company
Flight Holdings Inc. (TSE:3753),Company
"Flying Garden Co., Ltd. (JASDAQ:3317)",Company
Focus Systems Corporation (TSE:4662),Company
fonfun corporation (JASDAQ:2323),Company
"Food Planet, Inc. (TSE:7853)",Company
"Forside Co., Ltd. (JASDAQ:2330)",Company
Forval Corporation (TSE:8275),Company
Forval RealStraight Inc. (JASDAQ:9423),Company
"Forval Telecom, Inc. (TSE:9445)",Company
"Foster Electric Company, Limited (TSE:6794)",Company
FP Corporation (TSE:7947),Company
France Bed Holdings Co. Ltd. (TSE:7840),Company
"FreakOut, inc (TSE:6094)",Company
"FreeBit Co., Ltd. (TSE:3843)",Company
Freesia Macross Corporation (TSE:6343),Company
"Frente Co., Ltd. (JASDAQ:2226)",Company
Freund Corporation (JASDAQ:6312),Company
Friendly Corp. (TSE:8209),Company
"FRUTAFRUTA, Inc. (TSE:2586)",Company
"FTGroup Co., Ltd. (JASDAQ:2763)",Company
Fudo Tetra Corporation (TSE:1813),Company
"FueTrek Co., Ltd. (TSE:2468)",Company
"Fuhrmeister Electronics Co., Ltd. (JASDAQ:3165)",Company
"Fuji Co., Ltd. (TSE:8278)",Company
Fuji Corporation (JASDAQ:3515),Company
Fuji Corporation (JASDAQ:7605),Company
Fuji Corporation Limited (TSE:8860),Company
"Fuji Die Co.,Ltd. (TSE:6167)",Company
"Fuji Electric Co., Ltd. (TSE:6504)",Company
Fuji Electric Industry Co. Ltd. (TSE:6654),Company
Fuji Furukawa Engineering & Construction Co.Ltd. (TSE:1775),Company
"Fuji Glass Co., Ltd. (JASDAQ:5212)",Company
Fuji Heavy Industries Ltd. (TSE:7270),Company
"Fuji Hensokuki Co., Ltd. (NSE:6295)",Company
Fuji Kiko Co. Ltd. (TSE:7260),Company
"Fuji Kosan Company, Ltd. (TSE:5009)",Company
"Fuji Kyuko Co., Ltd. (TSE:9010)",Company
"Fuji Latex Co., Ltd. (JASDAQ:5199)",Company
"Fuji Machine Mfg Co., Ltd. (TSE:6134)",Company
"Fuji Media Holdings, Inc. (TSE:4676)",Company
Fuji Nihon Seito Corporation (TSE:2114),Company
"Fuji Oil Company, Ltd. (TSE:5017)",Company
Fuji Oil Holdings Inc. (TSE:2607),Company
"Fuji Oozx, Inc. (TSE:7299)",Company
Fuji P.S. Corporation (TSE:1848),Company
"Fuji Pharma Co., Ltd. (TSE:4554)",Company
"Fuji Seal International, Inc. (TSE:7864)",Company
"Fuji Seiki Co., Ltd. (JASDAQ:6400)",Company
Fuji Seiko Limited (NSE:6142),Company
Fuji Shoji Co. Ltd. (JASDAQ:6257),Company
Fuji Soft Incorporated (TSE:9749),Company
Fuji Technica & Miyazu Inc. (JASDAQ:6476),Company
"Fujibo Holdings, Inc. (TSE:3104)",Company
"Fujicco Co., Ltd. (TSE:2908)",Company
"Fujicopian Co., Ltd. (TSE:7957)",Company
FUJIFILM Holdings Corporation (TSE:4901),Company
Fujii Sangyo Corporation (JASDAQ:9906),Company
"Fujikoh Company.,Limited (TSE:2405)",Company
"Fujikura Kasei Co., Ltd. (TSE:4620)",Company
Fujikura Ltd. (TSE:5803),Company
Fujikura Rubber Ltd. (TSE:5121),Company
Fujikyu Corporation (TSE:9966),Company
Fujimak Corporation (TSE:5965),Company
Fujimi Incorporated (TSE:5384),Company
"Fujimori Kogyo Co., Ltd. (TSE:7917)",Company
"Fujio Food System Co., Ltd. (JASDAQ:2752)",Company
Fujipream Corporation (JASDAQ:4237),Company
"Fujisan Magazine Service Co.,Ltd. (TSE:3138)",Company
"Fujisash Co., Ltd. (TSE:5940)",Company
"FUJITA CORPORATION Co.,Ltd. (JASDAQ:3370)",Company
"Fujita Engineering Co., Ltd. (JASDAQ:1770)",Company
Fujita Kanko Inc. (TSE:9722),Company
Fujitec Co. Ltd. (TSE:6406),Company
"Fujitomi Co., Ltd. (JASDAQ:8740)",Company
"Fujitsu Broad Solution & Consulting, Inc. (JASDAQ:4793)",Company
Fujitsu Component Limited (TSE:6719),Company
Fujitsu Frontech Limited (TSE:6945),Company
Fujitsu General Limited (TSE:6755),Company
Fujitsu Limited (TSE:6702),Company
Fujix Ltd. (TSE:3600),Company
"Fujiya Co., Ltd. (TSE:2211)",Company
"Fukoku Co.,Ltd. (TSE:5185)",Company
Fukuda Corporation (TSE:1899),Company
Fukuda Denshi Co. Ltd. (JASDAQ:6960),Company
"Fukui Computer Holdings, Inc. (TSE:9790)",Company
"Fukuoka Financial Group, Inc. (TSE:8354)",Company
Fukushima Industries Corp. (TSE:6420),Company
"Fukushima Printing Co., Ltd. (NSE:7870)",Company
"Fukutome Meat Packers, Ltd. (TSE:2291)",Company
"Fukuvi Chemical Industry Co.,Ltd. (TSE:7871)",Company
"Fukuyama Consultants Co., Ltd (JASDAQ:9608)",Company
"Fukuyama Transporting Co., Ltd. (TSE:9075)",Company
Full Speed Inc. (TSE:2159),Company
"Fullcast Holdings Co., Ltd. (TSE:4848)",Company
Fumakilla Ltd. (TSE:4998),Company
"Funai Electric Co., Ltd. (TSE:6839)",Company
Funai Soken Holdings Incorporated (TSE:9757),Company
Fund Creation Group Company Limited (JASDAQ:3266),Company
"Fundely Co., Ltd. (TSE:3137)",Company
"Furubayashi Shiko Co.,Ltd. (TSE:3944)",Company
Furukawa Co. Ltd. (TSE:5715),Company
"Furukawa Electric Co., Ltd. (TSE:5801)",Company
"Furuno Electric Co., Ltd. (TSE:6814)",Company
Furusato Industries Ltd. (TSE:8087),Company
"Furuya Metal Co., Ltd. (JASDAQ:7826)",Company
FURYU Corporation (TSE:6238),Company
"Fushiki Kairiku Unso Co., Ltd. (TSE:9361)",Company
Fusion Partners Co. (TSE:4845),Company
Fuso Chemical Co. Ltd. (TSE:4368),Company
"Fuso Dentsu Co., Ltd. (TSE:7505)",Company
"Fuso Pharmaceutical Industries,Ltd. (TSE:4538)",Company
Futaba Corp. (TSE:6986),Company
"Futaba Industrial Co., Ltd. (TSE:7241)",Company
"Future Architect, Inc. (TSE:4722)",Company
"Future Venture Capital Co., Ltd. (JASDAQ:8462)",Company
Fuyo General Lease Co. Ltd. (TSE:8424),Company
"G-7 Holdings, Inc. (TSE:7508)",Company
G-Tekt Corporation (TSE:5970),Company
"G.taste Co.,Ltd. (JASDAQ:2694)",Company
"Gaban Co., Ltd. (JASDAQ:2817)",Company
GaiaX Co. Ltd. (NSE:3775),Company
"Gakken Holdings Co., Ltd. (TSE:9470)",Company
"Gakkyusha Co., Ltd. (TSE:9769)",Company
"Gakujo Co.,Ltd. (TSE:2301)",Company
Gala Incorporated (JASDAQ:4777),Company
"Gamecard-Joyco Holdings,Inc. (JASDAQ:6249)",Company
"Gantan Beauty Industry Co., Ltd. (JASDAQ:5935)",Company
Gecoss Corporation (TSE:9991),Company
Gendai Agency Inc. (JASDAQ:2411),Company
"Gene Techno Science Co., Ltd. (TSE:4584)",Company
"General Packer Co., Ltd. (JASDAQ:6267)",Company
"Generation Pass Co., Ltd. (TSE:3195)",Company
"Genki Sushi Co., Ltd. (TSE:9828)",Company
"Genky stores, Inc. (TSE:2772)",Company
Geo Holdings Corporation (TSE:2681),Company
"GEOMATEC Co., Ltd. (JASDAQ:6907)",Company
GEONEXT Corporation (JASDAQ:3777),Company
GEOSTR Corporation (TSE:5282),Company
"Gexeed Co., Ltd. (JASDAQ:3719)",Company
"GFA Co., Ltd. (JASDAQ:8783)",Company
"Gfoot Co.,Ltd. (NSE:2686)",Company
"GIGAPRIZE Co.,Ltd. (NSE:3830)",Company
"Giken Kogyo Co., Ltd. (TSE:9764)",Company
Giken Ltd. (TSE:6289),Company
"Ginza Renoir Co., Ltd. (JASDAQ:9853)",Company
"Ginza Yamagataya Co., Ltd. (JASDAQ:8215)",Company
GL Sciences Inc. (TSE:7705),Company
"Global Dining, Inc. (TSE:7625)",Company
"Global Food Creators Co., Ltd. (JASDAQ:7559)",Company
Global One Real Estate Investment Corp. (TSE:8958),Company
"Globeride, Inc. (TSE:7990)",Company
Glory Ltd. (TSE:6457),Company
GMB Corporation (TSE:7214),Company
GMO AD Partners Inc. (JASDAQ:4784),Company
"GMO CLICK Holdings, Inc. (JASDAQ:7177)",Company
GMO CLOUD K.K. (TSE:3788),Company
GMO Internet Inc. (TSE:9449),Company
GMO Media Inc. (TSE:6180),Company
"GMO Payment Gateway, Inc. (TSE:3769)",Company
"GMO Pepabo, Inc. (JASDAQ:3633)",Company
"GMO Research, Inc. (TSE:3695)",Company
"GMO Tech, Inc. (TSE:6026)",Company
GNI Group Ltd. (TSE:2160),Company
"GO Iron Works Co., Ltd. (TSE:6397)",Company
"Godo Steel, Ltd. (TSE:5410)",Company
"Gokurakuyu Co., Ltd. (JASDAQ:2340)",Company
"GOLDCREST Co., Ltd. (TSE:8871)",Company
Goldwin Inc. (TSE:8111),Company
Golf Digest Online Inc. (TSE:3319),Company
"Golf Do Co.,Ltd. (NSE:3032)",Company
"Goo Chemical Co.,Ltd. (TSE:4962)",Company
