"FTGroup Co., Ltd. (JASDAQ:2763)",JASDAQ:2763,Retail (Special Lines),Japan,Japan,Japan,Company
Fudo Tetra Corporation (TSE:1813),TSE:1813,Engineering/Construction,Japan,Japan,Japan,Company
"FueTrek Co., Ltd. (TSE:2468)",TSE:2468,Software (System & Application),Japan,Japan,Japan,Company
"Fuhrmeister Electronics Co., Ltd. (JASDAQ:3165)",JASDAQ:3165,Computer Services,Japan,Japan,Japan,Company
"Fuji Co., Ltd. (TSE:8278)",TSE:8278,Retail (General),Japan,Japan,Japan,Company
Fuji Corporation (JASDAQ:3515),JASDAQ:3515,Apparel,Japan,Japan,Japan,Company
Fuji Corporation (JASDAQ:7605),JASDAQ:7605,Retail (Automotive),Japan,Japan,Japan,Company
Fuji Corporation Limited (TSE:8860),TSE:8860,Homebuilding,Japan,Japan,Japan,Company
"Fuji Die Co.,Ltd. (TSE:6167)",TSE:6167,Machinery,Japan,Japan,Japan,Company
"Fuji Electric Co., Ltd. (TSE:6504)",TSE:6504,Electrical Equipment,Japan,Japan,Japan,Company
Fuji Electric Industry Co. Ltd. (TSE:6654),TSE:6654,Electrical Equipment,Japan,Japan,Japan,Company
Fuji Furukawa Engineering & Construction Co.Ltd. (TSE:1775),TSE:1775,Engineering/Construction,Japan,Japan,Japan,Company
"Fuji Glass Co., Ltd. (JASDAQ:5212)",JASDAQ:5212,Packaging & Container,Japan,Japan,Japan,Company
Fuji Heavy Industries Ltd. (TSE:7270),TSE:7270,Auto & Truck,Japan,Japan,Japan,Company
"Fuji Hensokuki Co., Ltd. (NSE:6295)",NSE:6295,Machinery,Japan,Japan,Japan,Company
Fuji Kiko Co. Ltd. (TSE:7260),TSE:7260,Auto Parts,Japan,Japan,Japan,Company
"Fuji Kosan Company, Ltd. (TSE:5009)",TSE:5009,Oilfield Svcs/Equip.,Japan,Japan,Japan,Company
"Fuji Kyuko Co., Ltd. (TSE:9010)",TSE:9010,Recreation,Japan,Japan,Japan,Company
"Fuji Latex Co., Ltd. (JASDAQ:5199)",JASDAQ:5199,Healthcare Products,Japan,Japan,Japan,Company
"Fuji Machine Mfg Co., Ltd. (TSE:6134)",TSE:6134,Machinery,Japan,Japan,Japan,Company
"Fuji Media Holdings, Inc. (TSE:4676)",TSE:4676,Broadcasting,Japan,Japan,Japan,Company
Fuji Nihon Seito Corporation (TSE:2114),TSE:2114,Food Processing,Japan,Japan,Japan,Company
"Fuji Oil Company, Ltd. (TSE:5017)",TSE:5017,Oilfield Svcs/Equip.,Japan,Japan,Japan,Company
Fuji Oil Holdings Inc. (TSE:2607),TSE:2607,Food Processing,Japan,Japan,Japan,Company
"Fuji Oozx, Inc. (TSE:7299)",TSE:7299,Auto Parts,Japan,Japan,Japan,Company
Fuji P.S. Corporation (TSE:1848),TSE:1848,Engineering/Construction,Japan,Japan,Japan,Company
"Fuji Pharma Co., Ltd. (TSE:4554)",TSE:4554,Drugs (Pharmaceutical),Japan,Japan,Japan,Company
"Fuji Seal International, Inc. (TSE:7864)",TSE:7864,Packaging & Container,Japan,Japan,Japan,Company
"Fuji Seiki Co., Ltd. (JASDAQ:6400)",JASDAQ:6400,Machinery,Japan,Japan,Japan,Company
Fuji Seiko Limited (NSE:6142),NSE:6142,Machinery,Japan,Japan,Japan,Company
Fuji Shoji Co. Ltd. (JASDAQ:6257),JASDAQ:6257,Recreation,Japan,Japan,Japan,Company
Fuji Soft Incorporated (TSE:9749),TSE:9749,Software (System & Application),Japan,Japan,Japan,Company
Fuji Technica & Miyazu Inc. (JASDAQ:6476),JASDAQ:6476,Auto Parts,Japan,Japan,Japan,Company
"Fujibo Holdings, Inc. (TSE:3104)",TSE:3104,Apparel,Japan,Japan,Japan,Company
"Fujicco Co., Ltd. (TSE:2908)",TSE:2908,Food Processing,Japan,Japan,Japan,Company
"Fujicopian Co., Ltd. (TSE:7957)",TSE:7957,Office Equipment & Services,Japan,Japan,Japan,Company
FUJIFILM Holdings Corporation (TSE:4901),TSE:4901,Computers/Peripherals,Japan,Japan,Japan,Company
Fujii Sangyo Corporation (JASDAQ:9906),JASDAQ:9906,Retail (Distributors),Japan,Japan,Japan,Company
"Fujikoh Company.,Limited (TSE:2405)",TSE:2405,Environmental & Waste Services,Japan,Japan,Japan,Company
"Fujikura Kasei Co., Ltd. (TSE:4620)",TSE:4620,Chemical (Specialty),Japan,Japan,Japan,Company
Fujikura Ltd. (TSE:5803),TSE:5803,Electrical Equipment,Japan,Japan,Japan,Company
Fujikura Rubber Ltd. (TSE:5121),TSE:5121,Rubber& Tires,Japan,Japan,Japan,Company
Fujikyu Corporation (TSE:9966),TSE:9966,Retail (Special Lines),Japan,Japan,Japan,Company
Fujimak Corporation (TSE:5965),TSE:5965,Machinery,Japan,Japan,Japan,Company
Fujimi Incorporated (TSE:5384),TSE:5384,Chemical (Specialty),Japan,Japan,Japan,Company
"Fujimori Kogyo Co., Ltd. (TSE:7917)",TSE:7917,Chemical (Basic),Japan,Japan,Japan,Company
"Fujio Food System Co., Ltd. (JASDAQ:2752)",JASDAQ:2752,Restaurant/Dining,Japan,Japan,Japan,Company
Fujipream Corporation (JASDAQ:4237),JASDAQ:4237,Electronics (General),Japan,Japan,Japan,Company
"Fujisan Magazine Service Co.,Ltd. (TSE:3138)",TSE:3138,Retail (Online),Japan,Japan,Japan,Company
"Fujisash Co., Ltd. (TSE:5940)",TSE:5940,Building Materials,Japan,Japan,Japan,Company
"FUJITA CORPORATION Co.,Ltd. (JASDAQ:3370)",JASDAQ:3370,Restaurant/Dining,Japan,Japan,Japan,Company
"Fujita Engineering Co., Ltd. (JASDAQ:1770)",JASDAQ:1770,Engineering/Construction,Japan,Japan,Japan,Company
Fujita Kanko Inc. (TSE:9722),TSE:9722,Hotel/Gaming,Japan,Japan,Japan,Company
Fujitec Co. Ltd. (TSE:6406),TSE:6406,Machinery,Japan,Japan,Japan,Company
"Fujitomi Co., Ltd. (JASDAQ:8740)",JASDAQ:8740,Brokerage & Investment Banking,Japan,Japan,Japan,Company
"Fujitsu Broad Solution & Consulting, Inc. (JASDAQ:4793)",JASDAQ:4793,Software (System & Application),Japan,Japan,Japan,Company
Fujitsu Component Limited (TSE:6719),TSE:6719,Electrical Equipment,Japan,Japan,Japan,Company
Fujitsu Frontech Limited (TSE:6945),TSE:6945,Computers/Peripherals,Japan,Japan,Japan,Company
Fujitsu General Limited (TSE:6755),TSE:6755,Furn/Home Furnishings,Japan,Japan,Japan,Company
Fujitsu Limited (TSE:6702),TSE:6702,Computer Services,Japan,Japan,Japan,Company
Fujix Ltd. (TSE:3600),TSE:3600,Apparel,Japan,Japan,Japan,Company
"Fujiya Co., Ltd. (TSE:2211)",TSE:2211,Food Processing,Japan,Japan,Japan,Company
"Fukoku Co.,Ltd. (TSE:5185)",TSE:5185,Auto Parts,Japan,Japan,Japan,Company
Fukuda Corporation (TSE:1899),TSE:1899,Engineering/Construction,Japan,Japan,Japan,Company
Fukuda Denshi Co. Ltd. (JASDAQ:6960),JASDAQ:6960,Healthcare Products,Japan,Japan,Japan,Company
"Fukui Computer Holdings, Inc. (TSE:9790)",TSE:9790,Software (System & Application),Japan,Japan,Japan,Company
"Fukuoka Financial Group, Inc. (TSE:8354)",TSE:8354,Banks (Regional),Japan,Japan,Japan,Company
Fukushima Industries Corp. (TSE:6420),TSE:6420,Machinery,Japan,Japan,Japan,Company
"Fukushima Printing Co., Ltd. (NSE:7870)",NSE:7870,Publshing & Newspapers,Japan,Japan,Japan,Company
"Fukutome Meat Packers, Ltd. (TSE:2291)",TSE:2291,Food Processing,Japan,Japan,Japan,Company
"Fukuvi Chemical Industry Co.,Ltd. (TSE:7871)",TSE:7871,Building Materials,Japan,Japan,Japan,Company
"Fukuyama Consultants Co., Ltd (JASDAQ:9608)",JASDAQ:9608,Engineering/Construction,Japan,Japan,Japan,Company
"Fukuyama Transporting Co., Ltd. (TSE:9075)",TSE:9075,Trucking,Japan,Japan,Japan,Company
Full Speed Inc. (TSE:2159),TSE:2159,Software (Internet),Japan,Japan,Japan,Company
"Fullcast Holdings Co., Ltd. (TSE:4848)",TSE:4848,Business & Consumer Services,Japan,Japan,Japan,Company
Fumakilla Ltd. (TSE:4998),TSE:4998,Chemical (Specialty),Japan,Japan,Japan,Company
"Funai Electric Co., Ltd. (TSE:6839)",TSE:6839,Electronics (Consumer & Office),Japan,Japan,Japan,Company
Funai Soken Holdings Incorporated (TSE:9757),TSE:9757,Business & Consumer Services,Japan,Japan,Japan,Company
Fund Creation Group Company Limited (JASDAQ:3266),JASDAQ:3266,Investments & Asset Management,Japan,Japan,Japan,Company
"Fundely Co., Ltd. (TSE:3137)",TSE:3137,Retail (Special Lines),Japan,Japan,Japan,Company
"Furubayashi Shiko Co.,Ltd. (TSE:3944)",TSE:3944,Packaging & Container,Japan,Japan,Japan,Company
Furukawa Co. Ltd. (TSE:5715),TSE:5715,Machinery,Japan,Japan,Japan,Company
"Furukawa Electric Co., Ltd. (TSE:5801)",TSE:5801,Electrical Equipment,Japan,Japan,Japan,Company
"Furuno Electric Co., Ltd. (TSE:6814)",TSE:6814,Electronics (General),Japan,Japan,Japan,Company
Furusato Industries Ltd. (TSE:8087),TSE:8087,Retail (Distributors),Japan,Japan,Japan,Company
"Furuya Metal Co., Ltd. (JASDAQ:7826)",JASDAQ:7826,Semiconductor,Japan,Japan,Japan,Company
FURYU Corporation (TSE:6238),TSE:6238,Recreation,Japan,Japan,Japan,Company
"Fushiki Kairiku Unso Co., Ltd. (TSE:9361)",TSE:9361,Shipbuilding & Marine,Japan,Japan,Japan,Company
Fusion Partners Co. (TSE:4845),TSE:4845,Computer Services,Japan,Japan,Japan,Company
Fuso Chemical Co. Ltd. (TSE:4368),TSE:4368,Chemical (Specialty),Japan,Japan,Japan,Company
"Fuso Dentsu Co., Ltd. (TSE:7505)",TSE:7505,Computer Services,Japan,Japan,Japan,Company
"Fuso Pharmaceutical Industries,Ltd. (TSE:4538)",TSE:4538,Drugs (Pharmaceutical),Japan,Japan,Japan,Company
Futaba Corp. (TSE:6986),TSE:6986,Electrical Equipment,Japan,Japan,Japan,Company
"Futaba Industrial Co., Ltd. (TSE:7241)",TSE:7241,Auto Parts,Japan,Japan,Japan,Company
"Future Architect, Inc. (TSE:4722)",TSE:4722,Computer Services,Japan,Japan,Japan,Company
"Future Venture Capital Co., Ltd. (JASDAQ:8462)",JASDAQ:8462,Investments & Asset Management,Japan,Japan,Japan,Company
Fuyo General Lease Co. Ltd. (TSE:8424),TSE:8424,Financial Svcs. (Non-bank & Insurance),Japan,Japan,Japan,Company
"G-7 Holdings, Inc. (TSE:7508)",TSE:7508,Retail (Automotive),Japan,Japan,Japan,Company
G-Tekt Corporation (TSE:5970),TSE:5970,Auto Parts,Japan,Japan,Japan,Company
"G.taste Co.,Ltd. (JASDAQ:2694)",JASDAQ:2694,Restaurant/Dining,Japan,Japan,Japan,Company
"Gaban Co., Ltd. (JASDAQ:2817)",JASDAQ:2817,Food Processing,Japan,Japan,Japan,Company
GaiaX Co. Ltd. (NSE:3775),NSE:3775,Software (Internet),Japan,Japan,Japan,Company
"Gakken Holdings Co., Ltd. (TSE:9470)",TSE:9470,Publshing & Newspapers,Japan,Japan,Japan,Company
"Gakkyusha Co., Ltd. (TSE:9769)",TSE:9769,Education,Japan,Japan,Japan,Company
"Gakujo Co.,Ltd. (TSE:2301)",TSE:2301,Business & Consumer Services,Japan,Japan,Japan,Company
Gala Incorporated (JASDAQ:4777),JASDAQ:4777,Software (Internet),Japan,Japan,Japan,Company
"Gamecard-Joyco Holdings,Inc. (JASDAQ:6249)",JASDAQ:6249,Hotel/Gaming,Japan,Japan,Japan,Company
"Gantan Beauty Industry Co., Ltd. (JASDAQ:5935)",JASDAQ:5935,Building Materials,Japan,Japan,Japan,Company
Gecoss Corporation (TSE:9991),TSE:9991,Retail (Distributors),Japan,Japan,Japan,Company
Gendai Agency Inc. (JASDAQ:2411),JASDAQ:2411,Advertising,Japan,Japan,Japan,Company
"Gene Techno Science Co., Ltd. (TSE:4584)",TSE:4584,Drugs (Biotechnology),Japan,Japan,Japan,Company
"General Packer Co., Ltd. (JASDAQ:6267)",JASDAQ:6267,Machinery,Japan,Japan,Japan,Company
"Generation Pass Co., Ltd. (TSE:3195)",TSE:3195,Computer Services,Japan,Japan,Japan,Company
"Genki Sushi Co., Ltd. (TSE:9828)",TSE:9828,Restaurant/Dining,Japan,Japan,Japan,Company
"Genky stores, Inc. (TSE:2772)",TSE:2772,Retail (Special Lines),Japan,Japan,Japan,Company
Geo Holdings Corporation (TSE:2681),TSE:2681,Retail (Special Lines),Japan,Japan,Japan,Company
"GEOMATEC Co., Ltd. (JASDAQ:6907)",JASDAQ:6907,Electronics (General),Japan,Japan,Japan,Company
GEONEXT Corporation (JASDAQ:3777),JASDAQ:3777,Software (System & Application),Japan,Japan,Japan,Company
GEOSTR Corporation (TSE:5282),TSE:5282,Construction Supplies,Japan,Japan,Japan,Company
"Gexeed Co., Ltd. (JASDAQ:3719)",JASDAQ:3719,Business & Consumer Services,Japan,Japan,Japan,Company
"GFA Co., Ltd. (JASDAQ:8783)",JASDAQ:8783,Financial Svcs. (Non-bank & Insurance),Japan,Japan,Japan,Company
"Gfoot Co.,Ltd. (NSE:2686)",NSE:2686,Retail (Special Lines),Japan,Japan,Japan,Company
"GIGAPRIZE Co.,Ltd. (NSE:3830)",NSE:3830,Software (Internet),Japan,Japan,Japan,Company
"Giken Kogyo Co., Ltd. (TSE:9764)",TSE:9764,Engineering/Construction,Japan,Japan,Japan,Company
Giken Ltd. (TSE:6289),TSE:6289,Machinery,Japan,Japan,Japan,Company
"Ginza Renoir Co., Ltd. (JASDAQ:9853)",JASDAQ:9853,Restaurant/Dining,Japan,Japan,Japan,Company
"Ginza Yamagataya Co., Ltd. (JASDAQ:8215)",JASDAQ:8215,Apparel,Japan,Japan,Japan,Company
GL Sciences Inc. (TSE:7705),TSE:7705,Electronics (General),Japan,Japan,Japan,Company
"Global Dining, Inc. (TSE:7625)",TSE:7625,Restaurant/Dining,Japan,Japan,Japan,Company
"Global Food Creators Co., Ltd. (JASDAQ:7559)",JASDAQ:7559,Food Processing,Japan,Japan,Japan,Company
Global One Real Estate Investment Corp. (TSE:8958),TSE:8958,R.E.I.T.,Japan,Japan,Japan,Company
"Globeride, Inc. (TSE:7990)",TSE:7990,Recreation,Japan,Japan,Japan,Company
Glory Ltd. (TSE:6457),TSE:6457,Machinery,Japan,Japan,Japan,Company
GMB Corporation (TSE:7214),TSE:7214,Auto Parts,Japan,Japan,Japan,Company
GMO AD Partners Inc. (JASDAQ:4784),JASDAQ:4784,Advertising,Japan,Japan,Japan,Company
"GMO CLICK Holdings, Inc. (JASDAQ:7177)",JASDAQ:7177,Brokerage & Investment Banking,Japan,Japan,Japan,Company
GMO CLOUD K.K. (TSE:3788),TSE:3788,Software (Internet),Japan,Japan,Japan,Company
GMO Internet Inc. (TSE:9449),TSE:9449,Software (Internet),Japan,Japan,Japan,Company
GMO Media Inc. (TSE:6180),TSE:6180,Software (Internet),Japan,Japan,Japan,Company
"GMO Payment Gateway, Inc. (TSE:3769)",TSE:3769,Information Services,Japan,Japan,Japan,Company
"GMO Pepabo, Inc. (JASDAQ:3633)",JASDAQ:3633,Software (Internet),Japan,Japan,Japan,Company
"GMO Research, Inc. (TSE:3695)",TSE:3695,Software (Internet),Japan,Japan,Japan,Company
"GMO Tech, Inc. (TSE:6026)",TSE:6026,Software (Internet),Japan,Japan,Japan,Company
GNI Group Ltd. (TSE:2160),TSE:2160,Drugs (Biotechnology),Japan,Japan,Japan,Company
"GO Iron Works Co., Ltd. (TSE:6397)",TSE:6397,Machinery,Japan,Japan,Japan,Company
"Godo Steel, Ltd. (TSE:5410)",TSE:5410,Steel,Japan,Japan,Japan,Company
"Gokurakuyu Co., Ltd. (JASDAQ:2340)",JASDAQ:2340,Recreation,Japan,Japan,Japan,Company
"GOLDCREST Co., Ltd. (TSE:8871)",TSE:8871,Real Estate (Development),Japan,Japan,Japan,Company
Goldwin Inc. (TSE:8111),TSE:8111,Apparel,Japan,Japan,Japan,Company
Golf Digest Online Inc. (TSE:3319),TSE:3319,Retail (Online),Japan,Japan,Japan,Company
"Golf Do Co.,Ltd. (NSE:3032)",NSE:3032,Retail (Special Lines),Japan,Japan,Japan,Company
"Goo Chemical Co.,Ltd. (TSE:4962)",TSE:4962,Chemical (Specialty),Japan,Japan,Japan,Company
"Gourmet Kineya Co., Ltd. (TSE:9850)",TSE:9850,Restaurant/Dining,Japan,Japan,Japan,Company
"Goyo Foods Industry co.,ltd (TAIM:2230)",TAIM:2230,Food Processing,Japan,Japan,Japan,Company
"Goyo Intex Co., Ltd. (JASDAQ:7519)",JASDAQ:7519,Retail (Distributors),Japan,Japan,Japan,Company
"GRANDES, Inc. (TSE:3261)",TSE:3261,Homebuilding,Japan,Japan,Japan,Company
Grandy House Corporation (TSE:8999),TSE:8999,Real Estate (General/Diversified),Japan,Japan,Japan,Company
"Graphite Design, Inc. (JASDAQ:7847)",JASDAQ:7847,Recreation,Japan,Japan,Japan,Company
"Gree, Inc. (TSE:3632)",TSE:3632,Software (Internet),Japan,Japan,Japan,Company
"Green Cross Co.,Ltd. (FKSE:7533)",FKSE:7533,Retail (Distributors),Japan,Japan,Japan,Company
Greenland Resort Company Ltd (TSE:9656),TSE:9656,Recreation,Japan,Japan,Japan,Company
"GreenPeptide Co., Ltd. (TSE:4594)",TSE:4594,Drugs (Biotechnology),Japan,Japan,Japan,Company
"gremz, Inc. (JASDAQ:3150)",JASDAQ:3150,Environmental & Waste Services,Japan,Japan,Japan,Company
GS Yuasa Corporation (TSE:6674),TSE:6674,Electrical Equipment,Japan,Japan,Japan,Company
GSI Creos Corporation (TSE:8101),TSE:8101,Retail (Distributors),Japan,Japan,Japan,Company
Gulliver International Co. Ltd. (TSE:7599),TSE:7599,Retail (Automotive),Japan,Japan,Japan,Company
gumi Inc. (TSE:3903),TSE:3903,Software (System & Application),Japan,Japan,Japan,Company
"Gun Ei Chemical Industry Co., Ltd. (TSE:4229)",TSE:4229,Chemical (Basic),Japan,Japan,Japan,Company
"GungHo Online Entertainment, Inc. (TSE:3765)",TSE:3765,Software (Entertainment),Japan,Japan,Japan,Company
Gunosy Inc. (TSE:6047),TSE:6047,Software (System & Application),Japan,Japan,Japan,Company
Gunze Ltd. (TSE:3002),TSE:3002,Apparel,Japan,Japan,Japan,Company
"Gurunavi, Inc. (TSE:2440)",TSE:2440,Software (Internet),Japan,Japan,Japan,Company
"H-One Co., Ltd. (JASDAQ:5989)",JASDAQ:5989,Auto Parts,Japan,Japan,Japan,Company
"H.I.S. Co., Ltd. (TSE:9603)",TSE:9603,Hotel/Gaming,Japan,Japan,Japan,Company
H2O Retailing Corporation (TSE:8242),TSE:8242,Retail (General),Japan,Japan,Japan,Company
HABA Laboratories Inc. (JASDAQ:4925),JASDAQ:4925,Household Products,Japan,Japan,Japan,Company
"Hachi-Ban Co., Ltd. (JASDAQ:9950)",JASDAQ:9950,Restaurant/Dining,Japan,Japan,Japan,Company
Hagihara Industries Inc. (TSE:7856),TSE:7856,Apparel,Japan,Japan,Japan,Company
"Hagiwara Electric Co., Ltd. (TSE:7467)",TSE:7467,Computer Services,Japan,Japan,Japan,Company
Hagoromo Foods Corp. (TSE:2831),TSE:2831,Food Processing,Japan,Japan,Japan,Company
"Hakudo Co.,Ltd. (TSE:7637)",TSE:7637,Metals & Mining,Japan,Japan,Japan,Company
Hakuhodo DY Holdings Inc (TSE:2433),TSE:2433,Advertising,Japan,Japan,Japan,Company
"Hakuseisha Co.,Ltd. (JASDAQ:9736)",JASDAQ:9736,Environmental & Waste Services,Japan,Japan,Japan,Company
"Hakuten Co., Ltd. (JASDAQ:2173)",JASDAQ:2173,Advertising,Japan,Japan,Japan,Company
"Hakuto Co., Ltd. (TSE:7433)",TSE:7433,Computer Services,Japan,Japan,Japan,Company
"Hakuyosha Company, Ltd. (TSE:9731)",TSE:9731,Business & Consumer Services,Japan,Japan,Japan,Company
"Halows Co.,Ltd. (TSE:2742)",TSE:2742,Retail (Grocery and Food),Japan,Japan,Japan,Company
Hamai Company Limited (TSE:6131),TSE:6131,Machinery,Japan,Japan,Japan,Company
Hamai Industries Limited (JASDAQ:6497),JASDAQ:6497,Machinery,Japan,Japan,Japan,Company
"Hamakyorex Co., Ltd. (TSE:9037)",TSE:9037,Trucking,Japan,Japan,Japan,Company
Hamamatsu Photonics k.k. (TSE:6965),TSE:6965,Electronics (General),Japan,Japan,Japan,Company
Hamee Corp. (TSE:3134),TSE:3134,Retail (Online),Japan,Japan,Japan,Company
"HANATEN Co.,Ltd. (TSE:9870)",TSE:9870,Retail (Automotive),Japan,Japan,Japan,Company
"Handsman Co., Ltd. (JASDAQ:7636)",JASDAQ:7636,Retail (Building Supply),Japan,Japan,Japan,Company
"Haneda Zenith Holdings Co., Ltd. (TSE:5289)",TSE:5289,Building Materials,Japan,Japan,Japan,Company
Hankyu Hanshin Holdings Inc. (TSE:9042),TSE:9042,Transportation (Railroads),Japan,Japan,Japan,Company
"Hankyu Reit, Inc. (TSE:8977)",TSE:8977,R.E.I.T.,Japan,Japan,Japan,Company
Hanwa Co. Ltd. (TSE:8078),TSE:8078,Retail (Distributors),Japan,Japan,Japan,Company
"Happiness and D Co., Ltd. (JASDAQ:3174)",JASDAQ:3174,Retail (Special Lines),Japan,Japan,Japan,Company
Happinet Corporation (TSE:7552),TSE:7552,Retail (Distributors),Japan,Japan,Japan,Company
"Harada Industry Co., Ltd. (JASDAQ:6904)",JASDAQ:6904,Auto Parts,Japan,Japan,Japan,Company
"Harakosan Co., Ltd. (TSE:8894)",TSE:8894,Homebuilding,Japan,Japan,Japan,Company
"Hard Off Corporation Co, Ltd. (TSE:2674)",TSE:2674,Retail (Special Lines),Japan,Japan,Japan,Company
Harima B-Stem Corp. (JASDAQ:9780),JASDAQ:9780,Business & Consumer Services,Japan,Japan,Japan,Company
"Harima Chemicals Group, Inc. (TSE:4410)",TSE:4410,Chemical (Basic),Japan,Japan,Japan,Company
Harima-Kyowa Co. Ltd. (TSE:7444),TSE:7444,Retail (Distributors),Japan,Japan,Japan,Company
Harmonic Drive Systems Inc. (JASDAQ:6324),JASDAQ:6324,Machinery,Japan,Japan,Japan,Company
Haruyama Trading Company Limited. (TSE:7416),TSE:7416,Retail (Special Lines),Japan,Japan,Japan,Company
"Hasegawa Co., Ltd. (TSE:8230)",TSE:8230,Retail (Special Lines),Japan,Japan,Japan,Company
HASEKO Corporation (TSE:1808),TSE:1808,Homebuilding,Japan,Japan,Japan,Company
"Hashimoto Sogyo Co.,Ltd. (TSE:7570)",TSE:7570,Retail (Distributors),Japan,Japan,Japan,Company
"Hatsuho Shouji Co.,Ltd. (JASDAQ:7425)",JASDAQ:7425,Retail (Distributors),Japan,Japan,Japan,Company
Havix Corp. (JASDAQ:3895),JASDAQ:3895,Household Products,Japan,Japan,Japan,Company
"Hayashikane Sangyo Co.,Ltd. (TSE:2286)",TSE:2286,Food Processing,Japan,Japan,Japan,Company
Hazama Ando Corporation (TSE:1719),TSE:1719,Engineering/Construction,Japan,Japan,Japan,Company
Healios K.K. (TSE:4593),TSE:4593,Drugs (Biotechnology),Japan,Japan,Japan,Company
"Hearts United Group Co., Ltd. (TSE:3676)",TSE:3676,Computer Services,Japan,Japan,Japan,Company
"Heian Ceremony Service Co., Ltd. (JASDAQ:2344)",JASDAQ:2344,Business & Consumer Services,Japan,Japan,Japan,Company
Heiwa Corp. (TSE:6412),TSE:6412,Recreation,Japan,Japan,Japan,Company
"Heiwa Paper Co.,Ltd. (TSE:9929)",TSE:9929,Retail (Distributors),Japan,Japan,Japan,Company
"Heiwa Real Estate Co., Ltd. (TSE:8803)",TSE:8803,Real Estate (General/Diversified),Japan,Japan,Japan,Company
"Heiwado Co., Ltd. (TSE:8276)",TSE:8276,Retail (Grocery and Food),Japan,Japan,Japan,Company
"Helios Techno Holding Co., Ltd. (TSE:6927)",TSE:6927,Electrical Equipment,Japan,Japan,Japan,Company
"Hephaist Seiko Co., Ltd. (JASDAQ:6433)",JASDAQ:6433,Machinery,Japan,Japan,Japan,Company
Hi-Lex Corporation (TSE:7279),TSE:7279,Auto Parts,Japan,Japan,Japan,Company
Hibino Corporation (JASDAQ:2469),JASDAQ:2469,Computer Services,Japan,Japan,Japan,Company
"Hibiya Engineering, Ltd. (TSE:1982)",TSE:1982,Engineering/Construction,Japan,Japan,Japan,Company
Hiday Hidaka Corp. (TSE:7611),TSE:7611,Restaurant/Dining,Japan,Japan,Japan,Company
"Higashi Twenty One Co.,Ltd. (TSE:9029)",TSE:9029,Trucking,Japan,Japan,Japan,Company
"Higashimaru Co.,Ltd. (FKSE:2058)",FKSE:2058,Food Processing,Japan,Japan,Japan,Company
Hikaku.com Corporation (TSE:2477),TSE:2477,Software (Internet),Japan,Japan,Japan,Company
Hikari Business Form Co. Ltd. (JASDAQ:3948),JASDAQ:3948,Office Equipment & Services,Japan,Japan,Japan,Company
"Hikari Furniture Co., Ltd. (JASDAQ:8191)",JASDAQ:8191,Retail (Distributors),Japan,Japan,Japan,Company
"Hikari Heights-Varus Co., Ltd. (SPSE:2137)",SPSE:2137,Hospitals/Healthcare Facilities,Japan,Japan,Japan,Company
"Hikari Tsushin, Inc. (TSE:9435)",TSE:9435,Retail (Special Lines),Japan,Japan,Japan,Company
"HIMACS, Ltd. (TSE:4299)",TSE:4299,Computer Services,Japan,Japan,Japan,Company
"Himaraya Co., Ltd. (TSE:7514)",TSE:7514,Retail (Special Lines),Japan,Japan,Japan,Company
"Himiko Co., Ltd. (JASDAQ:9892)",JASDAQ:9892,Shoe,Japan,Japan,Japan,Company
Hino Motors Ltd. (TSE:7205),TSE:7205,Construction Supplies,Japan,Japan,Japan,Company
"Hinokiya Holdings Co., Ltd. (NSE:1413)",NSE:1413,Homebuilding,Japan,Japan,Japan,Company
Hioki E.E. Corporation (TSE:6866),TSE:6866,Electronics (General),Japan,Japan,Japan,Company
HIP Corporation (JASDAQ:2136),JASDAQ:2136,Information Services,Japan,Japan,Japan,Company
"Hiraga Co., Ltd. (JASDAQ:7863)",JASDAQ:7863,Publshing & Newspapers,Japan,Japan,Japan,Company
Hirakawa Hewtech Corp. (TSE:5821),TSE:5821,Electrical Equipment,Japan,Japan,Japan,Company
"Hiraki Co.,Ltd. (TSE:3059)",TSE:3059,Retail (Special Lines),Japan,Japan,Japan,Company
Hiramatsu Inc. (TSE:2764),TSE:2764,Restaurant/Dining,Japan,Japan,Japan,Company
"HIRANO TECSEED Co., Ltd. (TSE:6245)",TSE:6245,Machinery,Japan,Japan,Japan,Company
Hirata Corporation (JASDAQ:6258),JASDAQ:6258,Machinery,Japan,Japan,Japan,Company
"HIRAYAMA Co.,Ltd. (JASDAQ:7781)",JASDAQ:7781,Business & Consumer Services,Japan,Japan,Japan,Company
Hirose Electric Co. Ltd. (TSE:6806),TSE:6806,Electronics (General),Japan,Japan,Japan,Company
"Hiroshima Electric Railway Co.,Ltd. (TSE:9033)",TSE:9033,Trucking,Japan,Japan,Japan,Company
"HIROSHIMA GAS Co.,Ltd. (TSE:9535)",TSE:9535,Power,Japan,Japan,Japan,Company
"Hisaka Works, Ltd. (TSE:6247)",TSE:6247,Machinery,Japan,Japan,Japan,Company
Hisamitsu Pharmaceutical Co. Inc. (TSE:4530),TSE:4530,Drugs (Pharmaceutical),Japan,Japan,Japan,Company
Hitachi Capital Corporation (TSE:8586),TSE:8586,Financial Svcs. (Non-bank & Insurance),Japan,Japan,Japan,Company
Hitachi Chemical Co. Ltd. (TSE:4217),TSE:4217,Chemical (Specialty),Japan,Japan,Japan,Company
